,Farm0001,Farm0002,Farm0003,Farm0004,Farm0005,Farm0006,Farm0007,Farm0008,Farm0009,Farm0010,Farm0011,Farm0012,Farm0013,Farm0014,Farm0015,Farm0016,Farm0017,Farm0018,Farm0019,Farm0020,Farm0021,Farm0022,Farm0023,Farm0024,Farm0025,Farm0026,Farm0027,Farm0028,Farm0029,Farm0030,Farm0031,Farm0032,Farm0033,Farm0034,Farm0035,Farm0036,Farm0037,Farm0038,Farm0039,Farm0040,Farm0041,Farm0042,Farm0043,Farm0044,Farm0045,Farm0046,Farm0047,Farm0048,Farm0049,Farm0050,Farm0051,Farm0052,Farm0053,Farm0054,Farm0055,Farm0056,Farm0057,Farm0058,Farm0059,Farm0060,Farm0061,Farm0062,Farm0063,Farm0064,Farm0065,Farm0066,Farm0067,Farm0068,Farm0069,Farm0070,Farm0071,Farm0072,Farm0073,Farm0074,Farm0075,Farm0076,Farm0077,Farm0078,Farm0079,Farm0080,Farm0081,Farm0082,Farm0083,Farm0084,Farm0085,Farm0086,Farm0087,Farm0088,Farm0089,Farm0090,Farm0091,Farm0092,Farm0093,Farm0094,Farm0095,Farm0096,Farm0097,Farm0098,Farm0099,Farm0100,Farm0101,Farm0102,Farm0103,Farm0104,Farm0105,Farm0106,Farm0107,Farm0108,Farm0109,Farm0110,Farm0111,Farm0112,Farm0113,Farm0114,Farm0115,Farm0116,Farm0117,Farm0118,Farm0119,Farm0120,Farm0121,Farm0122,Farm0123,Farm0124,Farm0125,Farm0126,Farm0127,Farm0128,Farm0129,Farm0130,Farm0131,Farm0132,Farm0133,Farm0134,Farm0135,Farm0136,Farm0137,Farm0138,Farm0139,Farm0140,Farm0141,Farm0142,Farm0143,Farm0144,Farm0145,Farm0146,Farm0147,Farm0148,Farm0149,Farm0150,Farm0151,Farm0152,Farm0153,Farm0154,Farm0155,Farm0156,Farm0157,Farm0158,Farm0159,Farm0160,Farm0161,Farm0162,Farm0163,Farm0164,Farm0165,Farm0166,Farm0167,Farm0168,Farm0169,Farm0170,Farm0171,Farm0172,Farm0173,Farm0174,Farm0175,Farm0176,Farm0177,Farm0178,Farm0179,Farm0180,Farm0181,Farm0182,Farm0183,Farm0184,Farm0185,Farm0186,Farm0187,Farm0188,Farm0189,Farm0190,Farm0191,Farm0192,Farm0193,Farm0194,Farm0195,Farm0196,Farm0197,Farm0198,Farm0199,Farm0200,Farm0201,Farm0202,Farm0203,Farm0204,Farm0205,Farm0206,Farm0207,Farm0208,Farm0209,Farm0210,Farm0211,Farm0212,Farm0213,Farm0214
Farm0201,17,17,21,18,22,28,24,26,21,24,18,20,29,24,10,26,26,30,23,22,23,22,24,20,30,20,20,30,28,32,29,21,30,30,28,32,32,23,32,29,24,14,22,22,22,24,30,24,22,28,31,20,22,22,34,30,32,26,13,30,24,33,26,33,31,8,28,30,22,30,32,26,30,18,22,30,30,30,30,24,30,24,30,32,34,34,14,33,22,22,25,28,28,30,26,32,28,18,36,30,28,32,30,34,22,32,28,36,28,27,30,28,30,34,34,33,32,36,30,30,32,28,36,32,36,32,34,33,26,32,28,34,29,16,28,34,10,32,38,32,32,30,30,36,32,27,32,32,34,28,32,26,40,40,158,35,4,33,38,38,32,30,29,30,38,30,34,32,34,29,34,32,34,34,31,28,20,34,34,33,28,38,36,27,38,27,2,40,34,32,29,35,30,32,33,35,31,35,35,38,,38,44,40,48,36,28,30,43,42,35,39,38,45
Farm0202,22,22,28,25,18,33,28,28,26,18,24,26,34,17,28,32,32,35,18,26,28,18,30,26,35,27,24,36,34,38,34,28,34,34,34,36,36,17,36,35,28,32,28,26,17,30,34,27,26,34,37,26,26,26,38,34,36,30,30,34,30,38,30,38,35,36,34,33,28,34,38,30,36,35,29,36,35,36,36,27,8,28,34,36,38,40,32,38,26,26,32,20,34,34,32,38,33,35,40,35,32,36,35,38,27,36,33,40,34,32,34,32,34,38,38,38,38,38,34,38,38,32,41,38,12,38,38,38,32,36,32,40,33,33,34,38,36,39,42,36,14,34,14,12,37,34,36,37,40,34,36,32,44,42,163,40,36,38,42,42,34,36,34,24,41,34,39,38,36,33,38,36,40,39,35,14,38,37,40,13,32,42,42,32,2,32,38,44,40,36,34,14,34,38,40,40,34,39,40,44,38,,49,45,52,38,33,34,48,44,40,22,4,50
Farm0203,28,28,34,30,32,16,34,35,33,33,28,30,19,34,33,16,36,20,32,32,33,34,34,32,17,32,28,20,17,22,18,32,17,19,18,20,22,32,19,17,34,36,30,29,32,34,18,27,29,15,16,31,32,30,24,18,22,36,36,20,34,23,36,23,20,40,15,18,31,16,18,34,40,40,33,20,16,20,22,34,40,34,16,17,19,21,36,20,29,31,34,38,38,18,37,13,36,40,23,18,38,18,18,18,29,16,36,45,38,38,38,38,20,22,20,20,19,18,19,42,19,36,21,18,46,18,20,19,36,42,35,43,36,38,36,20,42,20,19,20,42,41,40,44,42,37,19,14,18,40,40,38,8,25,138,22,42,20,24,24,18,40,36,40,23,40,16,16,19,38,20,20,20,19,38,39,42,24,20,43,36,28,24,37,48,37,42,8,24,20,38,45,40,43,20,17,40,19,16,24,44,49,,4,15,23,38,38,30,24,16,47,48,14
Farm0204,22,24,30,26,30,13,28,32,28,30,26,27,14,30,28,12,31,16,30,28,29,30,32,28,13,28,25,18,12,18,14,29,14,15,15,18,18,30,15,14,29,33,26,26,28,30,13,24,24,10,12,26,27,25,20,14,16,33,31,16,30,18,32,20,18,36,11,15,26,12,14,30,36,34,30,16,12,16,18,28,36,30,12,12,15,16,32,15,26,26,32,34,35,14,34,10,32,36,20,13,34,14,14,15,27,14,30,40,32,34,36,32,16,18,16,16,16,18,16,38,15,34,17,15,42,14,14,16,31,36,31,40,32,34,33,16,39,16,15,16,38,36,36,41,38,32,14,10,13,36,37,34,4,20,134,18,38,18,22,18,15,38,33,36,19,35,13,11,15,35,16,16,17,16,35,36,37,18,16,40,31,22,20,32,42,34,40,3,20,17,36,42,36,38,17,14,36,16,13,19,40,45,4,,11,18,33,35,24,19,14,42,43,8
Farm0205,29,30,36,34,37,20,36,40,36,36,32,34,22,36,36,19,36,24,36,34,36,36,38,34,20,35,32,25,21,26,19,36,21,22,22,25,25,35,23,20,36,39,34,32,36,37,21,33,31,18,20,34,35,32,27,20,24,38,38,22,36,26,38,26,25,42,19,22,34,20,20,36,43,42,34,24,20,23,24,36,44,37,18,20,21,24,38,22,34,33,40,41,42,21,42,18,39,42,28,22,40,21,20,22,33,20,39,47,39,40,42,40,23,25,22,22,22,24,22,44,22,40,24,22,50,22,21,22,40,44,38,46,38,40,40,22,46,22,23,22,44,43,43,47,46,40,22,17,20,42,44,40,9,28,141,25,44,24,27,26,42,44,40,43,25,42,20,19,22,40,23,23,24,22,42,42,44,26,22,48,39,29,26,40,50,40,46,11,28,24,42,47,42,46,23,20,44,22,19,28,48,52,15,11,,26,40,42,32,26,20,50,52,10
Farm0206,18,18,24,22,24,10,24,26,24,25,19,22,12,26,26,10,26,12,24,22,22,24,25,22,10,22,19,13,10,14,10,24,12,12,12,13,12,24,12,10,24,28,22,20,24,22,11,18,21,8,10,22,22,20,14,9,14,26,24,14,24,16,26,14,16,31,9,12,22,7,8,24,30,30,24,14,10,14,14,24,31,25,9,8,10,14,26,12,20,24,26,28,30,10,30,10,26,32,16,11,26,10,11,10,20,8,27,34,28,28,31,28,13,15,13,14,11,10,12,32,10,28,12,4,37,8,12,10,26,32,26,34,27,29,27,12,32,10,16,13,33,31,32,36,32,27,12,11,14,28,30,26,19,18,136,16,32,14,15,16,6,32,28,32,12,30,12,12,12,29,8,4,8,6,30,30,33,16,7,34,26,20,18,26,38,26,34,19,16,4,28,36,30,34,7,13,31,8,14,10,36,38,23,18,26,,28,30,20,20,14,40,38,23
Farm0207,9,10,16,12,16,20,16,19,16,16,12,14,21,17,16,21,19,23,16,16,18,16,18,14,22,15,13,24,22,26,22,16,22,23,22,24,25,17,24,22,16,20,16,15,16,16,22,13,14,23,24,14,14,14,26,22,24,20,18,22,18,26,20,26,24,22,22,23,16,24,24,18,23,22,16,24,24,23,24,17,24,16,23,24,25,28,18,26,15,14,20,20,23,23,21,24,20,22,30,24,20,26,23,27,16,22,20,28,22,20,22,22,22,26,28,26,26,26,24,26,26,20,29,25,29,26,26,24,18,24,20,27,21,19,22,24,26,26,30,24,25,23,23,26,26,21,25,26,28,23,24,21,32,32,150,26,24,26,28,30,26,23,22,22,30,22,26,26,26,20,26,26,28,28,24,22,25,26,28,27,20,30,29,20,30,18,26,33,29,26,22,27,24,26,27,28,3,26,29,32,28,33,38,33,40,28,,2,36,34,28,32,31,37
Farm0208,12,12,18,16,18,22,18,22,18,18,13,16,24,19,20,24,21,24,18,17,18,18,20,16,22,17,15,26,24,28,24,16,24,24,24,28,26,18,26,25,18,22,18,16,18,19,25,14,16,24,26,16,16,16,28,24,26,21,20,26,19,28,20,28,24,25,24,24,18,26,26,20,26,25,18,24,24,26,26,18,25,19,26,26,28,31,20,28,16,16,20,22,24,26,22,27,24,24,30,25,22,26,25,28,17,24,24,31,24,22,25,23,24,28,28,28,28,31,26,26,28,22,30,28,30,28,28,26,22,27,22,28,24,20,23,26,26,28,32,28,27,26,24,28,27,24,27,27,30,24,28,21,34,34,153,29,26,28,30,32,28,27,24,25,31,24,30,28,28,22,28,28,30,30,26,24,26,28,30,30,22,34,32,22,32,22,28,36,32,28,25,30,26,28,29,30,5,29,30,32,30,34,38,35,42,30,2,,37,36,29,35,34,40
Farm0209,25,26,32,29,32,16,32,35,32,32,28,30,17,34,32,15,34,20,32,31,33,32,34,30,16,31,27,20,16,22,16,33,17,18,18,20,22,32,18,16,33,35,30,29,32,34,16,28,28,14,16,30,29,28,22,16,20,35,34,18,34,22,36,22,20,39,16,18,30,13,16,32,38,38,32,20,16,18,20,32,38,34,14,14,12,18,35,19,30,30,35,36,38,17,38,18,35,39,23,18,36,15,17,15,28,14,35,45,36,36,39,36,20,20,19,19,18,21,18,40,16,36,18,15,44,14,18,16,34,40,34,42,34,36,34,17,42,12,22,19,42,39,38,42,41,34,17,18,18,38,38,36,25,24,144,21,40,22,21,22,16,40,36,38,14,38,20,18,18,38,16,16,18,18,39,38,41,20,16,44,35,26,22,36,46,35,42,26,23,18,38,44,36,42,17,20,39,18,20,21,43,48,30,24,32,20,36,37,,23,20,46,48,30
Farm0210,24,24,30,27,30,14,30,32,30,30,26,28,16,32,30,14,32,18,31,29,30,30,32,28,13,29,26,18,14,20,14,30,14,16,16,18,19,30,16,14,30,34,28,26,30,31,14,26,26,13,12,28,28,26,20,14,18,32,31,16,32,20,32,20,18,36,12,16,27,14,15,30,36,36,30,17,12,18,18,28,37,30,13,14,16,16,34,16,27,28,33,34,36,16,36,11,34,37,20,16,36,15,15,16,26,14,33,42,34,34,38,34,18,18,18,18,16,15,16,40,16,36,18,16,44,14,16,16,31,38,32,40,33,35,32,17,39,16,16,17,39,37,38,40,40,34,16,12,9,36,36,34,18,22,136,18,38,18,22,21,16,40,34,38,18,36,8,8,16,36,16,18,18,18,36,36,38,20,17,41,32,24,21,34,44,34,40,20,20,18,36,42,36,40,18,9,36,17,9,21,42,44,24,19,26,20,34,36,23,,10,44,44,24
Farm0211,18,17,24,22,24,8,25,28,24,24,21,22,9,25,25,7,26,12,24,24,25,24,26,22,7,24,20,12,8,14,8,24,8,8,10,12,12,25,10,8,23,28,24,21,23,25,10,21,20,6,8,22,22,20,16,9,12,26,27,12,24,14,27,13,12,30,6,10,22,8,8,24,32,30,24,11,8,12,13,24,31,26,7,8,10,10,27,10,21,22,26,29,30,10,30,6,27,30,16,9,28,9,8,10,22,8,26,36,26,28,32,28,11,12,12,10,9,10,10,34,11,28,13,8,36,8,10,11,26,32,26,36,28,28,27,12,32,10,10,10,34,32,31,35,32,28,9,6,4,30,30,28,12,16,130,13,32,12,15,14,10,34,28,30,14,30,2,1,11,28,10,10,12,10,30,30,32,12,11,34,26,17,15,28,38,28,34,12,16,12,30,36,32,34,11,4,32,11,4,14,35,40,16,14,20,14,28,29,20,10,,38,39,18
Farm0212,22,22,28,25,18,30,27,28,28,18,24,26,32,18,28,30,30,34,17,26,28,18,31,26,32,28,25,36,33,38,32,28,32,34,32,36,36,16,34,34,29,32,28,27,18,29,32,26,26,32,34,26,26,26,40,32,36,32,30,35,29,38,31,38,36,35,30,35,29,32,36,30,36,34,27,36,34,36,36,28,13,30,32,34,37,36,32,36,26,26,30,20,34,32,32,35,34,35,38,31,32,35,34,36,26,34,32,40,34,32,36,33,35,37,38,38,36,40,32,36,36,31,38,36,19,36,36,36,30,36,30,38,32,32,32,37,36,36,40,34,16,36,13,16,37,32,35,34,38,34,37,32,41,41,161,38,36,36,42,40,37,36,34,24,40,34,38,36,36,33,36,34,38,38,36,12,38,38,38,16,33,40,38,32,20,32,37,43,39,36,34,18,36,38,36,38,36,36,38,41,39,22,47,42,50,40,32,35,46,44,38,,21,49
Farm0213,22,22,26,24,18,30,26,26,26,18,24,26,32,16,28,33,29,34,18,26,26,16,29,25,34,26,24,35,32,38,34,27,33,32,34,34,36,14,34,34,26,30,27,28,18,28,34,24,24,34,36,24,25,24,38,32,36,31,30,33,28,37,30,38,36,35,31,32,26,36,36,29,35,34,28,33,35,34,35,28,8,29,34,36,36,38,30,38,26,26,30,20,32,34,32,36,32,34,41,34,31,36,34,38,26,36,32,39,33,30,34,30,34,38,38,38,37,40,33,37,38,31,38,36,12,36,36,37,30,36,31,38,32,32,32,38,34,38,41,36,14,34,12,10,36,31,36,36,38,32,36,31,44,42,162,38,35,37,42,41,32,36,33,22,40,34,38,38,37,32,36,36,40,37,35,12,36,36,37,12,31,41,40,30,1,30,37,45,40,37,33,12,34,38,38,38,34,38,38,42,38,4,48,43,52,38,31,34,48,44,39,21,,48
Farm0214,28,28,34,30,34,19,33,36,34,34,30,32,19,34,34,17,36,20,34,32,34,33,36,32,18,32,28,22,17,23,18,32,18,20,20,22,23,34,20,18,34,37,32,30,35,35,19,30,30,16,18,32,32,30,24,18,22,37,36,22,35,24,38,24,22,40,18,20,31,18,20,34,42,40,34,21,18,22,22,33,42,35,17,18,19,21,38,20,32,33,38,38,40,18,38,14,36,40,24,20,38,18,18,20,30,17,37,46,39,38,41,37,21,22,22,22,20,20,19,44,20,38,22,20,46,20,20,22,36,42,36,45,36,38,37,21,42,20,19,22,44,40,40,46,44,38,19,15,17,40,41,38,8,25,138,23,42,22,24,24,40,44,38,41,23,40,17,16,20,39,20,22,22,20,40,40,43,24,21,46,37,27,25,38,48,39,43,9,24,22,40,46,41,43,22,19,42,22,18,25,45,50,14,8,10,23,37,40,30,24,18,49,48,
